575001;1104284;19761;0;5;3;
574933;1105582;19839;0;5;3;
573579;1103567;20156;0;5;3;
573572;1100306;19880;0;5;3;
571684;1097264;20131;0;5;3;
573447;1101179;19399;0;5;3;
575399;1105375;20306;0;5;3;
575053;1104652;20196;0;5;3;
574694;1103468;20339;0;5;3;
574360;1103139;19952;0;5;3;
568747;1093289;20190;0;5;3;
574483;1101764;20189;0;5;3;
574829;1105416;19998;0;5;3;
575024;1105365;20084;0;5;3;
571020;1095919;20133;0;5;3;
574773;1104310;20185;0;5;3;
574427;1104414;20373;0;5;3;
572389;1100877;19669;0;5;3;
575415;1104770;20093;0;5;3;
573833;1102568;20195;0;5;3;
574931;1103556;20284;0;5;3;
575582;1107884;20166;0;5;3;
575327;1106890;19960;0;5;3;
574749;1103529;20293;0;5;3;
570730;1097099;20011;0;5;3;
572246;1098677;20272;0;5;3;
575276;1107510;20228;0;5;3;
576186;1108012;20596;0;5;3;
572381;1099706;20038;0;5;3;
573036;1100844;20132;0;5;3;
574430;1103235;20360;0;5;3;
;;;;;;
;;;;;;
573920,516129032;1102724,19354839;20109,935483871;;;;Moyenne
1681,62367710432;3565,60085090255;232,833980264031;;;;Ã‰cart type
;;;;;;
;28,5391525293227;;;;;
