12572373;15170282;461510;0;5;9;
12934063;15582942;465321;0;5;9;
12739462;15358537;458823;0;5;9;
12289701;14827140;448584;0;5;9;
13171963;15888199;471216;0;5;9;
12702068;15317951;473453;0;5;9;
13012689;15709006;465428;0;5;9;
13403444;16145281;346398;0;5;9;
13032073;15719557;321049;0;5;9;
12962370;15647744;312228;0;5;9;
12407786;15039210;346255;0;5;9;
13946778;16718270;437440;0;5;9;
12603646;15185589;422314;0;5;9;
13607835;16324051;328471;0;5;9;
13106749;15831276;309120;0;5;9;
13280811;16001934;319923;0;5;9;
12987198;15641086;455094;0;5;9;
;;;;;;
;;;;;;
12985941,7058824;15653415;402507,470588235;;;;Moyenne
426031,462291778;484651,048066158;67515,5822950503;;;;Ã‰cart type
;;;;;;
;32,262610398024;;;;;
